"record_type"	"stage"	"fixture"	"engine"	"check"	"coefficient"	"expected"	"observed"	"status"	"detail"	"solver_status"	"solver_objective"	"max_residual"	"ray"	"t"	"direct_objective"	"compiled_objective"	"direct_delta"	"compiled_delta"	"retained_rows"	"design_columns"	"trials_sum"	"active_weight_sum"	"detector_outcome"	"detector_class"	"warnings"	"error"	"record_id"
"fit"	"binomial-core"	"mu_quasi_grouped"	"drmTMB_ML"	"coefficient"	"x"		"23.902396063092372"	"RECORDED"	"convergence=0; message=relative convergence (4); objective=0.69314718072643255; max_gradient=0.00000000016648736387776066; pdHess=TRUE"										"3"	"2"	"6"	"3"					"s0a2-0246"
"fit"	"binomial-core"	"mu_quasi_grouped"	"glm"	"coefficient"	"(Intercept)"		"-0.000000000000000085417015456453678"	"RECORDED"	"converged=TRUE; deviance=0.0000000003329749809141785"										"3"	"2"	"6"	"3"					"s0a2-0247"
"fit"	"binomial-core"	"mu_quasi_grouped"	"glm"	"coefficient"	"x"		"23.902396062925884"	"RECORDED"	"converged=TRUE; deviance=0.0000000003329749809141785"										"3"	"2"	"6"	"3"					"s0a2-0248"
"fit"	"binomial-core"	"mu_quasi_grouped"	"brglm2_mean_bias_reduction"	"fit"		"object"	"error"	"RETAINED_FAILURE"																		"unused argument (type = \"AS_mean\")"	"s0a2-0249"
"oracle"	"binomial-core"	"mu_quasi_grouped"	"ROI_lpsolve_cone"	"improving_cone"		"feasible"	"feasible"	"PASS"	"solution=(Intercept)=0;x=               0.5; B_source=1,3; E_source=2; message=1 | list(c(0, 0.5)) | list(c(1, 0, 0, 0, 0, 0, 0)) | list(objfrom = c(0, 0), objtill = c(1e+30, 1e+30)) | list(duals = c(0, 0, 0, 0, 0, 0), dualsfrom = c(-1e+30, -1e+30, -1e+30, 0, 0, -1e+30), dualstill = c(1e+30, 1e+30, 1e+30, 1e+30, 0, 1e+30)) | 1 | 0"	"0"	"0"	"0"							"3"	"2"							"s0a2-0250"
"oracle"	"binomial-core"	"mu_quasi_grouped"	"ROI_lpsolve_strict_margin"	"separation_class"		"quasi_complete"	"quasi_complete"	"PASS"	"delta=0; solution=0,0,0,0,0; message=1 | list(c(0, 0, 0, 0, 0)) | list(c(1, 0, 0, -0.5, -0.5, 0, 0, 0, 0, 0, 0, 0, 0)) | list(objfrom = c(-1e+30, -1e+30, -1e+30, -1e+30, -1e+30), objtill = c(0, 0, 0, 0, 1e+30)) | list(duals = c(0, 0, -0.5, -0.5, 0, 0, 0, 0, 0, 0, 0, 0), dualsfrom = c(0, -1e+30, 0, 0, -1e+30, -1e+30, -1e+30, 0, -1e+30, -1e+30, 0, -1e+30), dualstill = c(1, 1e+30, 0, 0, 1e+30, 1e+30, 1e+30, 0.5, 1e+30, 1e+30, 0.5, 1e+30)) | 3 | 0"	"0"	"0"	"0"															"s0a2-0251"
"oracle"	"binomial-core"	"mu_quasi_grouped"	"ROI_lpsolve_cone"	"sign_negative"	"(Intercept)"	"infeasible"	"infeasible"	"PASS"	"solution=(Intercept)=                NA;x=                NA; message=0 | list(c(NA, NA)) | list(c(NA, NA, NA, NA, NA))"	"1"																	"s0a2-0252"
"oracle"	"binomial-core"	"mu_quasi_grouped"	"ROI_lpsolve_cone"	"sign_zero"	"(Intercept)"	"feasible"	"feasible"	"PASS"	"solution=(Intercept)=0;x=               0.5; message=1 | list(c(0, 0.5)) | list(c(1, 0, 0, 0, 0, 0, 0, 0)) | list(objfrom = c(0, 0), objtill = c(1e+30, 1e+30)) | list(duals = c(0, 0, 0, 0, 0, 0, 0), dualsfrom = c(-1e+30, -1e+30, -1e+30, 0, -1e+30, 0, -1e+30), dualstill = c(1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 0, 1e+30)) | 1 | 0"	"0"	"0"	"0"															"s0a2-0253"
"oracle"	"binomial-core"	"mu_quasi_grouped"	"ROI_lpsolve_cone"	"sign_positive"	"(Intercept)"	"infeasible"	"infeasible"	"PASS"	"solution=(Intercept)=                NA;x=                NA; message=0 | list(c(NA, NA)) | list(c(NA, NA, NA, NA, NA))"	"1"																	"s0a2-0254"
"oracle"	"binomial-core"	"mu_quasi_grouped"	"ROI_lpsolve_cone"	"coefficient_sign_feasibility"	"(Intercept)"	"negative=FALSE;zero=TRUE;positive=FALSE"	"negative=FALSE;zero=TRUE;positive=FALSE"	"PASS"																			"s0a2-0255"
"oracle"	"binomial-core"	"mu_quasi_grouped"	"ROI_lpsolve_cone"	"sign_negative"	"x"	"infeasible"	"infeasible"	"PASS"	"solution=(Intercept)=                NA;x=                NA; message=0 | list(c(NA, NA)) | list(c(NA, NA, NA, NA, NA))"	"1"																	"s0a2-0256"
"oracle"	"binomial-core"	"mu_quasi_grouped"	"ROI_lpsolve_cone"	"sign_zero"	"x"	"infeasible"	"infeasible"	"PASS"	"solution=(Intercept)=                NA;x=                NA; message=0 | list(c(NA, NA)) | list(c(NA, NA, NA, NA, NA))"	"1"																	"s0a2-0257"
"oracle"	"binomial-core"	"mu_quasi_grouped"	"ROI_lpsolve_cone"	"sign_positive"	"x"	"feasible"	"feasible"	"PASS"	"solution=(Intercept)=0;x=                 1; message=1 | list(c(0, 1)) | list(c(1, 0, 0, 0, 0, 0, 0, 0)) | list(objfrom = c(0, 0), objtill = c(1e+30, 1e+30)) | list(duals = c(0, 0, 0, 0, 0, 0, 0), dualsfrom = c(-1e+30, -1e+30, -1e+30, -1e+30, 0.5, 0, -1e+30), dualstill = c(1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 0, 1e+30)) | 2 | 0"	"0"	"0"	"0"															"s0a2-0258"
"oracle"	"binomial-core"	"mu_quasi_grouped"	"ROI_lpsolve_cone"	"coefficient_sign_feasibility"	"x"	"negative=FALSE;zero=FALSE;positive=TRUE"	"negative=FALSE;zero=FALSE;positive=TRUE"	"PASS"																			"s0a2-0259"
"detector"	"binomial-core"	"mu_quasi_grouped"	"detectseparation"	"separation_class"		"quasi_complete"	"quasi_complete"	"PASS"															"TRUE"	"quasi_complete"			"s0a2-0260"
"detector"	"binomial-core"	"mu_quasi_grouped"	"detectseparation"	"coefficient_compatibility"	"(Intercept)"	"feasible_indicator"	"0 -> zero"	"PASS"															"TRUE"	"quasi_complete"			"s0a2-0261"
"detector"	"binomial-core"	"mu_quasi_grouped"	"detectseparation"	"coefficient_compatibility"	"x"	"feasible_indicator"	"Inf -> positive"	"PASS"															"TRUE"	"quasi_complete"			"s0a2-0262"
"gate"	"objective-rays"	"mu_quasi_grouped"	"drmTMB_compiled"	"parameter_mapping"		"all_true"	"length=TRUE;free_names=TRUE;coefficient_names=TRUE;par_list_values=TRUE"	"PASS"																			"s0a2-0263"
"objective"	"objective-rays"	"mu_quasi_grouped"	"drmTMB_compiled_vs_direct"	"objective_delta"		"<=1e-8"	"0"	"PASS"					"quasi_grouped"	"0"	" 3.465735902799727"	"3.4657359027997261"	"0"	"0"									"s0a2-0264"
"objective"	"objective-rays"	"mu_quasi_grouped"	"drmTMB_compiled_vs_direct"	"objective_delta"		"<=1e-8"	"0.00000000000000088817841970012523"	"PASS"					"quasi_grouped"	"0.5"	"2.5894551172803721"	"2.5894551172803721"	"-0.87628078551935484"	"-0.87628078551935396"									"s0a2-0265"
"objective"	"objective-rays"	"mu_quasi_grouped"	"drmTMB_compiled_vs_direct"	"objective_delta"		"<=1e-8"	"0.00000000000000088817841970012523"	"PASS"					"quasi_grouped"	"1"	"1.9461939306328366"	"1.9461939306328366"	"-1.5195419721668904"	"-1.5195419721668895"									"s0a2-0266"
"objective"	"objective-rays"	"mu_quasi_grouped"	"drmTMB_compiled_vs_direct"	"objective_delta"		"<=1e-8"	"0.00000000000000044408920985006262"	"PASS"					"quasi_grouped"	"2"	"1.2008592247318357"	"1.2008592247318353"	"-2.2648766780678913"	"-2.2648766780678908"									"s0a2-0267"
"objective"	"objective-rays"	"mu_quasi_grouped"	"drmTMB_compiled_vs_direct"	"objective_delta"		"<=1e-8"	"0.00000000000000088817841970012523"	"PASS"					"quasi_grouped"	"4"	"0.76574689223118431"	"0.7657468922311842"	"-2.6999890105685429"	"-2.699989010568542"									"s0a2-0268"
"objective"	"objective-rays"	"mu_quasi_grouped"	"drmTMB_compiled_vs_direct"	"objective_delta"		"<=1e-8"	"0.00000000000000088817841970012523"	"PASS"					"quasi_grouped"	"8"	"0.69448880605152818"	"0.6944888060515283"	"-2.7712470967481986"	"-2.7712470967481977"									"s0a2-0269"
"objective"	"objective-rays"	"mu_quasi_grouped"	"drmTMB_compiled_vs_direct"	"objective_delta"		"<=1e-8"	"0.00000000000000088817841970012523"	"PASS"					"quasi_grouped"	"16"	"0.69314763070061902"	"0.69314763070061891"	"-2.772588272099108"	"-2.7725882720991071"									"s0a2-0270"
"gate"	"objective-rays"	"mu_quasi_grouped"	"drmTMB_compiled_vs_direct"	"ray_verdict"		"non_worsening_and_strict"	"max_compiled_step=-0.0013411753509093849; max_direct_step=-0.0013411753509091628; compiled_improvement=2.7725882720991071; direct_improvement= 2.772588272099108"	"PASS"					"quasi_grouped"														"s0a2-0271"
"gate"	"binomial-core"	"rank_deficient_control"	"base_qr"	"design_rank"		"rank_deficient"	"rank_deficient"	"PASS"	"rank=2; p=3"										"6"	"3"	"6"	"6"					"s0a2-0272"
"fit"	"binomial-core"	"rank_deficient_control"	"drmTMB_ML"	"coefficient"	"(Intercept)"		"0"	"RECORDED"	"convergence=0; message=both X-convergence and relative convergence (5); objective=4.1588830833596715; max_gradient=0; pdHess=FALSE"										"6"	"3"	"6"	"6"			"NaNs produced | NA"		"s0a2-0273"
"fit"	"binomial-core"	"rank_deficient_control"	"drmTMB_ML"	"coefficient"	"x"		"0"	"RECORDED"	"convergence=0; message=both X-convergence and relative convergence (5); objective=4.1588830833596715; max_gradient=0; pdHess=FALSE"										"6"	"3"	"6"	"6"			"NaNs produced | NA"		"s0a2-0274"
"fit"	"binomial-core"	"rank_deficient_control"	"drmTMB_ML"	"coefficient"	"twox"		"0"	"RECORDED"	"convergence=0; message=both X-convergence and relative convergence (5); objective=4.1588830833596715; max_gradient=0; pdHess=FALSE"										"6"	"3"	"6"	"6"			"NaNs produced | NA"		"s0a2-0275"
"fit"	"binomial-core"	"rank_deficient_control"	"glm"	"coefficient"	"(Intercept)"		"0.000000000000000036950792562241366"	"RECORDED"	"converged=TRUE; deviance= 8.317766166719343"										"6"	"3"	"6"	"6"					"s0a2-0276"
"fit"	"binomial-core"	"rank_deficient_control"	"glm"	"coefficient"	"x"		"0.000000000000000028549731614571176"	"RECORDED"	"converged=TRUE; deviance= 8.317766166719343"										"6"	"3"	"6"	"6"					"s0a2-0277"
"fit"	"binomial-core"	"rank_deficient_control"	"glm"	"coefficient"	"twox"			"RECORDED"	"converged=TRUE; deviance= 8.317766166719343"										"6"	"3"	"6"	"6"					"s0a2-0278"
"fit"	"binomial-core"	"rank_deficient_control"	"brglm2_mean_bias_reduction"	"fit"		"object"	"error"	"RETAINED_FAILURE"																		"unused argument (type = \"AS_mean\")"	"s0a2-0279"
"gate"	"binomial-core"	"rank_deficient_control"	"harness"	"separation_not_run"		"not_run"	"not_run"	"PASS"																			"s0a2-0280"
"gate"	"binomial-core"	"all_core"	"harness"	"core_verdict"		"PASS"	"FAIL"	"FAIL"	"=FALSE;=TRUE;=TRUE;=TRUE;=TRUE;=TRUE;=TRUE;=TRUE;=TRUE;=TRUE"																		"s0a2-0281"
"gate"	"exact-row-controls"	"all_controls"	"harness"	"controls_verdict"		"not_run_after_core_failure"	"not_run_after_core_failure"	"PASS"																			"s0a2-0282"
"gate"	"binomial-s0a2"	"programme"	"harness"	"s0a2_verdict"		"PASS"	"FAIL"	"FAIL"	"STOP after binomial S0-A2; hurdle and S1 are not authorized"																		"s0a2-0283"
